,Item,venfis,venfin,itens,itens_dist,datas,estoque,recencia,revendeu_prox_mes,ref_prev
1805,VDS202A06200 WU25PD D=6.2 5XD SEM REFRI,2,209.38,2,1,56.0,1.0,231,0,2021-10-01
1806,VDS202A06200 WU25PD D=6.2 5XD SEM REFRI,1,124.37,1,1,28.0,1.0,269,0,2021-10-01
1807,VDS202A06600 WU25PD D=6.6 5XD SEM REFRI,2,191.0,1,1,35.0,0.0,53,0,2021-10-01
1808,VDS202A09500 WU25PD D=9.5 5XD SEM REFRI,1,238.17,1,1,28.0,0.0,233,0,2021-10-01
1809,VDS402A06300 WU25PD D=6.3 5XD COM REFRI,1,195.34,1,1,28.0,0.0,227,0,2021-10-01
1810,VNMG12T304-I TN8135,20,45.64,1,1,0.0,0.0,185,0,2021-10-01
1811,VNMG160404-LM-GM3225,10,34.8,1,1,0.0,0.0,137,0,2021-10-01
1812,VNMG160408-2P TN20K,1,31.27,1,1,0.0,0.0,227,0,2021-10-01
1813,VNMG160408-NN SF10,10,37.0,1,1,28.0,0.0,156,0,2021-10-01
1814,VNMG160408RH WP25CT,5,29.9,1,1,28.0,0.0,218,0,2021-10-01
1815,VSM490D050Z04S22XN10 D=50 XNPU10,1,348.0,1,1,28.0,0.0,184,0,2021-10-01
1816,"VTSFT-TC6512 WU41EG M5X0,8 DIN 376 6H C FURO CEGO",2,98.0,1,1,28.0,2.0,172,0,2021-10-01
1817,VTSFT-TC6514 WP49EG M6X1 DIN371 6H C FURO CEGO,6,70.0,1,1,28.0,0.0,231,0,2021-10-01
1818,"VTSFT-TC6528 WP49EG M12X1,75 DIN376 6H C FURO CEGO",3,275.9,2,1,56.0,0.0,231,0,2021-10-01
1819,"VTSFT-TC6550 WP49EG M10X1,5 DIN371 6H C FURO CEGO",5,80.0,1,1,28.0,0.0,231,0,2021-10-01
1820,VTSFT6019 WU41EG 5/16-18 UNC 2B 3F D371 C FURO CEGO,1,146034.0,1,1,28.0,0.0,123,0,2021-10-01
1821,VTSPO6510 WP49EG M3 ISO2 (6H) 2F DIN371 B FURO PASSANTE,1,764055.0,1,1,28.0,3.0,151,0,2021-10-01
1822,VTSPO6517 WP49EG M6 ISO2 (6H) 3F DIN371 B FURO PASSANTE,5,70.0,1,1,28.0,0.0,231,0,2021-10-01
1823,VTSPO6531 WP49EG M12 ISO2 (6H) 3F DIN376 B FURO PASSANTE,1,120.0,1,1,28.0,0.0,231,0,2021-10-01
1824,VTSPO6533 WP49EG M14 ISO2 (6H) 3F DIN376 B FURO PASSANTE,1,189621.0,1,1,28.0,1.0,151,0,2021-10-01
1825,VTSPO6535 WP49EG M16 ISO2 (6H) 3F DIN376 B FURO PASSANTE,2,2631555.0,1,1,28.0,1.0,151,0,2021-10-01
1826,VTSPO9019 WP49EG M5/8-11 2B 3F SP PLUG DIN/ANSI HSS-E FURO PASSANTE,1,1871145.0,1,1,28.0,0.0,151,0,2021-10-01
1827,WBGT020104L-P-GS3125,10,43.46,1,1,28.0,0.0,248,0,2021-10-01
1828,WCMX050208-FN KBG202 KCT,10,22.5,1,1,30.0,0.0,122,0,2021-10-01
1829,WCMX050208-FN KBG202 KCT,10,22.5,1,1,30.0,0.0,214,0,2021-10-01
1830,WCMX050308-FN HS5231,5,22.5,1,1,30.0,0.0,245,0,2021-10-01
1831,WCMX050308-NN LT30,10,22.5,1,1,30.0,10.0,31,0,2021-10-01
1832,WCMX06T308R-PG KBG202,10,41.58,1,1,28.0,0.0,169,1,2021-10-01
1833,WCT618 PINO WNMG08,3,9.0,1,1,28.0,0.0,2,0,2021-10-01
1834,WMTC015R12CM08 WU25PT,10,57.14,1,1,28.0,0.0,254,0,2021-10-01
1835,WMTC020R12CM08 WU25PT,10,57.14,1,1,28.0,0.0,254,0,2021-10-01
1836,WMTR400M4PPC WU25PT,8,55.47,1,1,30.0,0.0,218,0,2021-10-01
1837,WMTSL 2525 M322,1,309.6,1,1,28.0,0.0,93,0,2021-10-01
1838,WMTSR 2525 M322,1,297.15,1,1,28.0,0.0,151,0,2021-10-01
1839,WNGU080608 (XNEX080608-ME09 AX325U),50,202.63,3,1,84.0,10.0,8,0,2021-10-01
1840,WNGU080608-GH-GS4130,10,41.83,1,1,28.0,0.0,2,0,2021-10-01
1841,WNGU080608-GM-GA4230,10,70.01,1,1,28.0,20.0,169,0,2021-10-01
1842,WNGU080608-GM-GA4230,6,70.01,1,1,28.0,40.0,217,0,2021-10-01
1843,WNGU080608-GM-GA4230,10,63.65,1,1,28.0,10.0,144,0,2021-10-01
1844,WNGU080608-GM-GS4130,10,69.87,1,1,28.0,10.0,65,0,2021-10-01
1845,WNMA080416-GK1115,8,32.0,1,1,28.0,0.0,150,0,2021-10-01
1846,WNMG060404-QF-GP1115,10,27.37,1,1,35.0,20.0,214,0,2021-10-01
1847,WNMG060404-QF-GP1115,10,20.67,1,1,30.0,10.0,1,0,2021-10-01
1848,WNMG060408-GM-GP1225,10,25.9,1,1,28.0,40.0,164,0,2021-10-01
1849,WNMG060408-GM-GP1225,10,25116.0,1,1,28.0,0.0,31,0,2021-10-01
1850,WNMG060408-GM-GP1225,20,30.79,1,1,0.0,10.0,218,0,2021-10-01
1851,WNMG060408-GM-GP1225,20,47.88,2,1,30.0,10.0,93,0,2021-10-01
1852,WNMG060408-GM-GP1225,10,25116.0,1,1,28.0,30.0,123,0,2021-10-01
1853,WNMG060408-GM-GP1225,10,25.9,1,1,28.0,0.0,214,0,2021-10-01
1854,WNMG060408-HK-GK1115,30,43.28,2,1,56.0,0.0,262,0,2021-10-01
1855,WNMG060408-HK-GK1115,10,24.1,1,1,28.0,0.0,114,0,2021-10-01
1856,WNMG060408-NN SF10,20,48.040000000000006,2,1,65.0,0.0,31,0,2021-10-01
1857,WNMG060408-QF-GP1115,10,28.31,1,1,0.0,0.0,107,0,2021-10-01
1858,WNMG060408-QM-GP1115,29,69.25,3,1,86.0,10.0,165,0,2021-10-01
1859,WNMG060408-QM-GP1115,10,22.68,1,1,28.0,50.0,240,0,2021-10-01
1860,WNMG060408-QM-GP1115,10,20.67,1,1,30.0,70.0,245,0,2021-10-01
1861,WNMG060408-QM-GP1115,10,21775.0,1,1,30.0,0.0,122,0,2021-10-01
1862,WNMG060408-QM-GP1115,20,45.36,2,1,56.0,30.0,205,0,2021-10-01
1863,WNMG06T308-HK-GK1130,10,19.24,1,1,28.0,29.0,100,1,2021-10-01
1864,WNMG06T308-HK-GK1130,30,18.0,1,1,28.0,10.0,197,1,2021-10-01
1865,WNMG080404-QM-GP1225,10,30.92,1,1,28.0,20.0,199,0,2021-10-01
1866,WNMG080408-EF YBG205,10,34.47,1,1,28.0,0.0,30,0,2021-10-01
1867,WNMG080408-HK-GK1125,20,27.0,1,1,28.0,0.0,200,0,2021-10-01
1868,WNMG080408-PM-UN6020,10,28.01,1,1,28.0,0.0,105,0,2021-10-01
1869,WNMG080408-QM-GP1225,9,28.01,1,1,0.0,11.0,164,0,2021-10-01
1870,WNMG080408-QM-GP1225,30,38.25,3,1,84.0,20.0,225,0,2021-10-01
1871,WNMG080408-QM-GP1225,10,12.75,1,1,28.0,1.0,268,0,2021-10-01
1872,WNMG080408-QM-GP1225,10,28.01,1,1,28.0,1.0,148,0,2021-10-01
1873,WNMG080408-SM-GM3225,20,12.75,1,1,28.0,0.0,263,0,2021-10-01
1874,WNMG080408-YF-GM3225,8,25.9,1,1,28.0,9.0,31,0,2021-10-01
1875,WNMG080408-YF-GM3225,10,28.0,1,1,28.0,10.0,185,0,2021-10-01
1876,WNMG080408R-M WS8125,8,23.52,1,1,28.0,0.0,137,0,2021-10-01
1877,WOEJ080412SRMM WP25PM,10,68.61,1,1,28.0,0.0,102,0,2021-10-01
1878,WOEJ080412SRMM WP40PM,10,76.32,1,1,28.0,0.0,199,0,2021-10-01
1879,XDMT090308 OP1215,140,141.02,6,1,140.0,120.0,154,1,2021-10-01
1880,XDMT090308 OP1215,80,67.95,3,1,56.0,0.0,218,1,2021-10-01
1881,XDMT090308 OP1215,20,22.5,1,1,28.0,90.0,266,1,2021-10-01
1882,XDMT090308 OP1215,120,117.7,5,1,140.0,30.0,94,1,2021-10-01
1883,XDMT090308 OP1215,70,70.32,3,1,56.0,50.0,134,1,2021-10-01
1884,XDMT090308 OP1215,80,92.58,4,1,112.0,90.0,186,1,2021-10-01
1885,XDMT090308 OP1215,60,46.45,2,1,28.0,0.0,15,1,2021-10-01
1886,XDMT090308-HX PA120,130,51.0,2,1,28.0,0.0,31,1,2021-10-01
1887,XDMT090308-HX PA120,40,51.0,2,1,56.0,0.0,3,1,2021-10-01
1888,XNGU100408ERML WU10PM,10,40.0,1,1,28.0,0.0,57,0,2021-10-01
1889,XNGU100408ERML WU10PM,20,46.62,1,1,35.0,20.0,144,0,2021-10-01
1890,XNGU100408ERML WU10PM,10,29.43,1,1,28.0,40.0,193,0,2021-10-01
1891,XNGU15T608ERALP WN25PM,10,125.0,1,1,35.0,0.0,190,0,2021-10-01
1892,XNPU15T608SRMM WP40PM,40,90.26,1,1,28.0,0.0,172,0,2021-10-01
0,-,3,127.5,1,1,28.0,0.0,217,0,2021-11-01
1,11ER030M D=3,3,27.52,1,1,28.0,0.0,174,0,2021-11-01
2,11ER040M D=4,10,27.52,1,1,28.0,0.0,174,0,2021-11-01
3,11ER060M D=6,10,27.52,1,1,28.0,0.0,174,1,2021-11-01
4,11IRAG60 (RT11 01NA60 YBG205),10,44.82,1,1,28.0,0.0,67,0,2021-11-01
5,16ER010M ER D=1,2,57.97,1,1,0.0,0.0,18,0,2021-11-01
6,16ER020M ER D=2,4,57.97,1,1,0.0,0.0,18,0,2021-11-01
7,16ER030M ER D=3,8,38.35,1,1,0.0,0.0,18,0,2021-11-01
8,16ER040M ER D=4,3,33.64,1,1,28.0,0.0,207,0,2021-11-01
9,16ER040M ER D=4,1,35.15,1,1,28.0,0.0,105,0,2021-11-01
10,16ER040M ER D=4,10,27.52,1,1,28.0,0.0,174,0,2021-11-01
11,16ER050M ER D=5,4,38.35,1,1,28.0,0.0,42,0,2021-11-01
12,16ER060M ER D=6,3,33.64,1,1,28.0,0.0,207,0,2021-11-01
13,16ER060M ER D=6,10,27.52,1,1,28.0,0.0,174,0,2021-11-01
14,16ER080M ER D=8,10,27.52,1,1,28.0,0.0,174,1,2021-11-01
15,16ER080M ER D=8,2,38.35,1,1,28.0,0.0,42,1,2021-11-01
16,16ER100M ER D=10,6,27.52,1,1,28.0,0.0,174,1,2021-11-01
17,16ER100M ER D=10,2,38.35,1,1,28.0,0.0,42,1,2021-11-01
18,16ERAG55 HS5125,5,33.2,1,1,28.0,0.0,221,0,2021-11-01
19,16ERAG60-TC-GM3225,20,60.68,2,1,28.0,10.0,187,1,2021-11-01
20,16ERAG60-TC-GM3225,10,32.27,1,1,30.0,7.0,91,1,2021-11-01
21,16ERAG60-TC-GM3225,10,29.05,1,1,28.0,10.0,251,1,2021-11-01
22,16ERAG60-TC-GM3225,20,29084.27,2,1,58.0,42.0,276,1,2021-11-01
23,16ERAG60-TC-GM3225,20,35080.27,2,1,58.0,17.0,124,1,2021-11-01
24,16ERAG60-TC-GM3225,33,95.37,3,1,86.0,37.0,159,1,2021-11-01
25,16ERAG60-TC-GM3225,10,32.27,1,1,30.0,40.0,245,1,2021-11-01
26,16ERAG60-TC-GM3225,20,65.75,2,1,30.0,37.0,32,1,2021-11-01
27,16IRAG60 (RT16.01N-AG60PB YBG205),10,38544.0,1,1,28.0,10.0,62,0,2021-11-01
28,16IRAG60 AS300,10,32.27,1,1,30.0,0.0,62,0,2021-11-01
29,16IRAG60-TC-GM3225,20,61.32000000000001,2,1,30.0,30.0,195,1,2021-11-01
30,16IRAG60-TC-GM3225,10,29.7,1,1,28.0,40.0,280,1,2021-11-01
31,16IRAG60-TC-GM3225,10,33.48,1,1,0.0,0.0,118,1,2021-11-01
32,16IRAG60-TC-GM3225,10,32.27,1,1,30.0,10.0,124,1,2021-11-01
33,16IRAG60-TC-GM3225,10,47.74,1,1,28.0,20.0,175,1,2021-11-01
34,16IRAG60-TC-GM3225,10,32.27,1,1,30.0,40.0,245,1,2021-11-01
35,16IRAG60-TC-GM3225,20,65.83,2,1,28.0,30.0,33,1,2021-11-01
36,171.35.851 CALCO DNMG1605,1,23.4,1,1,0.0,0.0,91,0,2021-11-01
37,174.3.841 ALAVANCA,3,19.8,1,1,28.0,0.0,62,0,2021-11-01
38,174.3.847 ALAVANCA DNMG1605,1,19.5,1,1,0.0,0.0,91,0,2021-11-01
39,"193.492 PARAFUSO M4 - HN07/09, BD07, RN12 , XN15",10,17.93,1,1,45.0,0.0,249,0,2021-11-01
40,20ER120M ER D=12,1,38346.0,1,1,30.0,0.0,153,0,2021-11-01
41,20ER130M ER D=13,1,38346.0,1,1,30.0,0.0,153,0,2021-11-01
42,20SMC120M D=12,1,160.0,1,1,28.0,0.0,262,0,2021-11-01
43,22ERN60-TC-GM3225,10,18.98,1,1,28.0,0.0,244,0,2021-11-01
44,25ER030M ER D=3,2,38166.0,1,1,28.0,0.0,175,0,2021-11-01
45,25ER050M ER D=5,2,38346.0,1,1,28.0,0.0,175,0,2021-11-01
46,25ER070M ER D=7,2,38346.0,1,1,28.0,0.0,175,0,2021-11-01
47,25ER090M ER D=9,2,38346.0,1,1,28.0,0.0,175,0,2021-11-01
48,25ER100M ER D=10,1,40284.0,1,1,28.0,0.0,14,0,2021-11-01
49,25ER110M ER D=11,2,38346.0,1,1,28.0,0.0,175,0,2021-11-01
50,25ER120M ER D=12,1,40.28,1,1,28.0,0.0,14,1,2021-11-01
51,25ER140M ER D=14,1,38.35,1,1,30.0,0.0,124,0,2021-11-01
52,25ER140M ER D=14,1,38.35,1,1,30.0,0.0,182,0,2021-11-01
53,25OZ040M OZ D=4,1,60.58,1,1,0.0,0.0,187,0,2021-11-01
54,32ER030M ER D=3,2,36.73,1,1,28.0,0.0,265,0,2021-11-01
55,32ER030M ER D=3,2,37.46,1,1,28.0,0.0,294,0,2021-11-01
56,32ER030M ER D=3,1,40.61,1,1,28.0,0.0,49,0,2021-11-01
57,32ER040M ER D=4,2,36.73,1,1,28.0,0.0,265,0,2021-11-01
58,32ER040M ER D=4,2,37.46,1,1,28.0,0.0,294,0,2021-11-01
59,32ER040M ER D=4,30,38.98,1,1,28.0,0.0,97,0,2021-11-01
60,32ER040M ER D=4,3,40.61,1,1,28.0,0.0,158,0,2021-11-01
61,32ER040M ER D=4,2,81.42,2,1,56.0,0.0,215,0,2021-11-01
62,32ER040M ER D=4,1,40.61,1,1,28.0,0.0,49,0,2021-11-01
63,32ER050M ER D=5,1,399412.0,1,1,28.0,0.0,196,0,2021-11-01
64,32ER050M ER D=5,2,36.73,1,1,28.0,0.0,265,0,2021-11-01
65,32ER050M ER D=5,2,37.46,1,1,28.0,0.0,294,0,2021-11-01
66,32ER050M ER D=5,30,38.98,1,1,28.0,0.0,105,0,2021-11-01
67,32ER050M ER D=5,1,40.61,1,1,28.0,0.0,158,0,2021-11-01
68,32ER060M ER D=6,1,399412.0,1,1,28.0,0.0,196,0,2021-11-01
69,32ER060M ER D=6,3,36.73,1,1,28.0,0.0,265,0,2021-11-01
70,32ER060M ER D=6,30,38.98,1,1,28.0,0.0,105,0,2021-11-01
71,32ER060M ER D=6,5,80.55,2,1,56.0,0.0,158,0,2021-11-01
72,32ER060M ER D=6,3,89.34,2,1,60.0,0.0,49,0,2021-11-01
73,32ER070M ER D=7,2,43.67,1,1,28.0,0.0,207,0,2021-11-01
74,32ER070M ER D=7,2,36.73,1,1,28.0,0.0,265,0,2021-11-01
75,32ER070M ER D=7,30,38.98,1,1,28.0,0.0,105,0,2021-11-01
76,32ER070M ER D=7,2,80.55,2,1,56.0,0.0,158,0,2021-11-01
77,32ER080M ER D=8,3,36.73,1,1,28.0,0.0,265,0,2021-11-01
78,32ER080M ER D=8,30,38.98,1,1,28.0,0.0,105,0,2021-11-01
79,32ER080M ER D=8,4,80.55,2,1,56.0,0.0,158,0,2021-11-01
80,32ER080M ER D=8,3,89.34,2,1,60.0,0.0,49,0,2021-11-01
81,32ER090M ER D=9,2,43.67,1,1,28.0,0.0,207,1,2021-11-01
82,32ER090M ER D=9,2,36.73,1,1,28.0,0.0,265,1,2021-11-01
83,32ER090M ER D=9,30,38.98,1,1,28.0,0.0,105,1,2021-11-01
84,32ER090M ER D=9,1,39.94,1,1,28.0,0.0,168,1,2021-11-01
85,32ER100M ER D=10,3,36.73,1,1,28.0,0.0,265,0,2021-11-01
86,32ER100M ER D=10,30,38.98,1,1,28.0,0.0,105,0,2021-11-01
87,32ER100M ER D=10,5,80.55,2,1,56.0,0.0,158,0,2021-11-01
88,32ER100M ER D=10,2,48.73,1,1,32.0,0.0,49,0,2021-11-01
89,32ER110M ER D=11,2,36.73,1,1,28.0,0.0,265,0,2021-11-01
90,32ER110M ER D=11,30,38.98,1,1,28.0,0.0,105,0,2021-11-01
91,32ER110M ER D=11,1,39.94,1,1,28.0,0.0,168,0,2021-11-01
92,32ER120M ER D=12,2,36.73,1,1,28.0,0.0,265,0,2021-11-01
93,32ER120M ER D=12,30,38.98,1,1,28.0,0.0,105,0,2021-11-01
94,32ER120M ER D=12,2,80.55,2,1,56.0,0.0,158,0,2021-11-01
95,32ER130M ER D=13,1,39.94,1,1,28.0,1.0,112,0,2021-11-01
96,32ER140M ER D=14,2,36.73,1,1,28.0,0.0,265,0,2021-11-01
97,32ER150M ER D=15,1,36.73,1,1,28.0,0.0,265,0,2021-11-01
98,32ER150M ER D=15,1,39.94,1,1,28.0,1.0,112,0,2021-11-01
99,32ER160M ER D=16,3,36.73,1,1,28.0,0.0,265,0,2021-11-01
100,32ER160M ER D=16,1,40.71,1,1,28.0,1.0,217,0,2021-11-01
101,32ER170M ER D=17,1,39.94,1,1,28.0,1.0,112,0,2021-11-01
102,32ER180M ER D=18,5,39.94,1,1,28.0,0.0,175,0,2021-11-01
103,32ER190M ER D=19,4,39.94,1,1,28.0,4.0,112,0,2021-11-01
104,32ER200M ER D=20,2,79.88,2,1,56.0,0.0,102,0,2021-11-01
105,40000400T014 ESF 4C 30° D=4X4X50X12,1,61.99,1,1,28.0,2.0,91,0,2021-11-01
106,40000400T014 ESF 4C 30° D=4X4X50X12,2,95435.0,1,1,28.0,3.0,94,0,2021-11-01
107,40000400T014 ESF 4C 30° D=4X4X50X12,1,61.99,1,1,28.0,2.0,61,0,2021-11-01
108,40010150T005.. ESF 2C 30° D=1.5X3X38X5 *,2,76.7,1,1,28.0,1.0,245,0,2021-11-01
109,40010200T006.. ESF 2C 30° D=2X3X38X6 *,2,76.72,1,1,28.0,2.0,214,0,2021-11-01
110,40010200T006.. ESF 2C 30° D=2X3X38X6 *,3,76.72,1,1,28.0,4.0,273,0,2021-11-01
111,40010200T006.. ESF 2C 30° D=2X3X38X6 *,1,69.41,1,1,28.0,1.0,3,0,2021-11-01
112,40010400T012.. ESF 2C 30° D=4X4X50X12 *,1,61.99,1,1,28.0,0.0,91,0,2021-11-01
113,40010400T012.. ESF 2C 30° D=4X4X50X12 *,1,71.58,1,1,28.0,3.0,124,0,2021-11-01
114,40010800T020.. ESF 2C 30° D=8X8X63X20 *,1,142.15,1,1,28.0,4.0,179,0,2021-11-01
115,40011200T025.. ESF 2C 30° D=12X12X76X25 *,1,216.64,1,1,28.0,9.0,33,0,2021-11-01
116,40020300T019 RETA 2C 30° D=3X3X63X19,2,130.0,2,1,60.0,8.0,168,0,2021-11-01
117,40020400T012 RETA 2C 30° D=4X4X50X12,2,60.0,1,1,45.0,0.0,293,0,2021-11-01
118,40020400T019 RETA 2C 30° D=4X4X63X19,1,89.27,1,1,0.0,1.0,195,0,2021-11-01
119,40020500T014 RETA 2C 30° D=5X6X50X14,1,97.8,1,1,28.0,0.0,108,0,2021-11-01
120,40020800T028 RETA 2C 30° D=8X8X28X76,1,133.44,1,1,28.0,0.0,53,0,2021-11-01
121,40021200T045 RETA 2C 30° D=12X12X100X45,1,224.95,1,1,28.0,3.0,109,0,2021-11-01
122,40021600T056 RETA 2C 30° D=16X16X110X56,1,410.0,1,1,28.0,1.0,136,0,2021-11-01
123,40040150T004.. RETA 4C 30° D=1.5X3X38X4 *,4,45.31,1,1,28.0,4.0,61,0,2021-11-01
124,40040200T006.. RETA 4C 30° D=2X3X38X6 *,2,63.92,1,1,28.0,3.0,214,0,2021-11-01
125,40040200T006.. RETA 4C 30° D=2X3X38X6 *,1,73.0,1,1,0.0,0.0,136,0,2021-11-01
126,40040200T006.. RETA 4C 30° D=2X3X38X6 *,2,63.92,1,1,28.0,1.0,154,0,2021-11-01
127,40040250T006.. RETA 4C 30° D=2.5X3X38X6 *,6,69.25,1,1,28.0,2.0,259,0,2021-11-01
128,"40040300T009R050 TIALN TORO 4C D=3X3X9,5X38 R0.5",2,84.39,1,1,28.0,0.0,214,0,2021-11-01
129,40040350T012 RETA 4C 30° D=3.5X4X50X12,1,95.76,1,1,0.0,0.0,61,0,2021-11-01
130,40040450T014 RETA 4C 30° D=4.5X5X50X14,1,70.0,1,1,28.0,0.0,264,0,2021-11-01
131,40040600T016R100 TIALN TORO 4C D=6X6X16X50 R1.0,1,89.72,1,1,28.0,0.0,91,0,2021-11-01
132,401014014RT ESF 4C 30° D=14X14X63X20,2,130.0,1,1,28.0,5.0,62,0,2021-11-01
133,401014014RT ESF 4C 30° D=14X14X63X20,2,260.0,2,1,56.0,7.0,96,0,2021-11-01
134,40110600T028 ESF 2C 30° D=6X6X76X28,2,136.64,1,1,28.0,0.0,200,0,2021-11-01
135,40110600T028.. ESF 2C 30° D=6X6X76X28 *,1,110.0,1,1,28.0,0.0,297,0,2021-11-01
136,40120400T031 RETA 2C 30° D=4X4X75X31,1,90.0,1,1,30.0,9.0,273,0,2021-11-01
137,40120600T038 RETA 2C 30° D=6X6X100X38,1,108.5,1,1,28.0,5.0,266,1,2021-11-01
138,40120800T041 RETA 2C 30° D=8X8X100X41,1,125.0,1,1,28.0,0.0,217,0,2021-11-01
139,40121200T075 RETA 2C 30° D=12X12X150X75,1,120.0,1,1,28.0,3.0,301,0,2021-11-01
140,40140500T030R050 TIALN TORO 4C D=5X5X30X75 R0.5,6,284.35,3,1,84.0,0.0,294,0,2021-11-01
141,40140600T028R050 TIALN TORO 4C D=6X6X28X75 R0.5,3,180.0,2,1,56.0,0.0,297,0,2021-11-01
142,40240500T031 RETA 4C 30° D=5X5X100X31,1,104.35,1,1,28.0,4.0,291,0,2021-11-01
143,40240500T031 RETA 4C 30° D=5X5X100X31,1,115.0,1,1,30.0,5.0,35,0,2021-11-01
144,40ER030M ER D=3,2,57.07,1,1,28.0,2.0,70,0,2021-11-01
145,40ER030M ER D=3,4,57068.0,1,1,28.0,0.0,103,0,2021-11-01
146,40ER040M ER D=4,1,49.77,1,1,28.0,0.0,301,1,2021-11-01
147,40ER040M ER D=4,1,52.0,1,1,28.0,0.0,105,1,2021-11-01
148,40ER050M ER D=5,1,51.83,1,1,28.0,0.0,258,0,2021-11-01
149,40ER050M ER D=5,1,56.05,1,1,28.0,0.0,217,0,2021-11-01
150,40ER060M ER D=6,3,56.05,1,1,28.0,0.0,203,1,2021-11-01
151,40ER060M ER D=6,1,57.07,1,1,28.0,0.0,70,1,2021-11-01
152,40ER060M ER D=6,1,49.77,1,1,28.0,0.0,301,1,2021-11-01
153,40ER060M ER D=6,2,52.0,1,1,28.0,0.0,105,1,2021-11-01
154,40ER060M ER D=6,2,44.66,1,1,28.0,0.0,245,1,2021-11-01
155,40ER060M ER D=6,2,57.07,1,1,28.0,0.0,49,1,2021-11-01
156,40ER070M ER D=7,3,56.05,1,1,28.0,0.0,175,0,2021-11-01
157,40ER080M ER D=8,4,104.62,2,1,56.0,0.0,196,1,2021-11-01
158,40ER080M ER D=8,1,57.07,1,1,28.0,0.0,70,1,2021-11-01
159,40ER080M ER D=8,2,49.77,1,1,28.0,0.0,301,1,2021-11-01
160,40ER080M ER D=8,2,57068.0,1,1,28.0,0.0,103,1,2021-11-01
161,40ER080M ER D=8,3,100.71,2,1,56.0,0.0,217,1,2021-11-01
162,40ER090M ER D=9,1,56.05,1,1,28.0,0.0,217,0,2021-11-01
163,40ER100M ER D=10,7,153.12,3,1,91.0,0.0,189,1,2021-11-01
164,40ER100M ER D=10,2,57.07,1,1,28.0,0.0,70,1,2021-11-01
165,40ER100M ER D=10,4,57068.0,1,1,28.0,0.0,103,1,2021-11-01
166,40ER100M ER D=10,2,44.66,1,1,28.0,0.0,245,1,2021-11-01
167,40ER120M ER D=12,7,153.12,3,1,91.0,0.0,189,1,2021-11-01
168,40ER120M ER D=12,4,114.14,2,1,56.0,3.0,70,1,2021-11-01
169,40ER120M ER D=12,2,57068.0,1,1,28.0,0.0,103,1,2021-11-01
170,40ER120M ER D=12,2,44.66,1,1,28.0,0.0,245,1,2021-11-01
171,40ER130M ER D=13,2,57.07,1,1,28.0,0.0,70,0,2021-11-01
172,40ER140M ER D=14,2,57068.0,1,1,28.0,1.0,103,0,2021-11-01
173,40ER150M ER D=15,1,57.07,1,1,28.0,0.0,70,0,2021-11-01
174,40ER160M ER D=16,5,99.88,2,1,95.0,0.0,189,0,2021-11-01
175,40ER160M ER D=16,2,57.07,1,1,28.0,2.0,70,0,2021-11-01
176,40ER160M ER D=16,1,49.77,1,1,28.0,2.0,301,0,2021-11-01
177,40ER160M ER D=16,3,57120.0,2,1,56.0,0.0,103,0,2021-11-01
178,40ER160M ER D=16,2,44.66,1,1,28.0,0.0,245,0,2021-11-01
179,40ER170M ER D=17,1,57.07,1,1,28.0,0.0,70,0,2021-11-01
180,40ER200M ER D=20,5,99.88,2,1,95.0,0.0,189,1,2021-11-01
181,40ER250M ER D=25,9,158.83,3,1,123.0,0.0,189,0,2021-11-01
182,40ER250M ER D=25,3,100.71,2,1,56.0,0.0,217,0,2021-11-01
183,4NKT060308R-M AX325U,40,92.4,2,1,56.0,40.0,62,1,2021-11-01
184,4NKT060308R-M AX325U,20,46.2,1,1,28.0,0.0,117,1,2021-11-01
185,4NKT060308R-M AX325U,30,92.4,2,1,56.0,0.0,126,1,2021-11-01
186,4NKT060308R-M AX325U,30,92.4,2,1,56.0,0.0,173,1,2021-11-01
187,4NKT060308R-M AX325U,10,46.2,1,1,28.0,0.0,215,1,2021-11-01
188,4NKT060308R-M AX325U,47,82.43,2,1,56.0,23.0,3,1,2021-11-01
189,5322.270.01 CALÇO VBMT16,2,28.0,1,1,28.0,0.0,60,0,2021-11-01
190,5513.020.25.1 PARAFUSO (M4X12),1,4.43,1,1,28.0,0.0,259,0,2021-11-01
191,715110004RT ESF 2C 15° D=10X10X76X10,1,295.0,1,1,28.0,0.0,214,0,2021-11-01
192,"ADAPTADOR PARA MANDRIL TAM. 1 -  4,50 X 3,40 - (M4 - M6 - 5/32 - 1/4)",1,268.44,1,1,28.0,0.0,280,0,2021-11-01
193,"ADAPTADOR PARA MANDRIL TAM. 1 -  6,00 X  4,90 - (M6) -  6,00 X  4,90 - (M6)",1,269.0,1,1,32.0,0.0,203,0,2021-11-01
194,"ADAPTADOR PARA MANDRIL TAM. 1 -  6,00 X  4,90 - (M6) -  6,00 X  4,90 - (M6)",1,268.45,1,1,32.0,0.0,259,0,2021-11-01
195,"ADAPTADOR PARA MANDRIL TAM. 1 -  6,00 X  4,90 - (M6) -  6,00 X  4,90 - (M6)",1,2952785.0,1,1,28.0,0.0,280,0,2021-11-01
196,"ADAPTADOR PARA MANDRIL TAM. 1 -  6,00 X  4,90 - (M6) -  6,00 X  4,90 - (M6)",2,275.0,1,1,32.0,0.0,140,0,2021-11-01
