,Item,venfis,venfin,itens,itens_dist,datas,estoque,recencia,revendeu_prox_mes,ref_prev
627,CNHT070408 RW1325,53,90.0,2,1,56.0,13.0,153,0,2022-03-01
628,CNHT070408 RW202NCM (BLUE),30,45.0,1,1,28.0,10.0,182,1,2022-03-01
629,CNHT070408 RW202NCM (BLUE),40,90.0,2,1,56.0,29.0,74,1,2022-03-01
630,CNHT070408 RW202NCM (BLUE),20,90.0,2,1,56.0,20.0,95,1,2022-03-01
631,CNHT070408 RW202NCM (BLUE),20,45.0,1,1,28.0,13.0,123,1,2022-03-01
632,CNHT070408 RW202NCM (BLUE),7,45.0,1,1,28.0,3.0,166,1,2022-03-01
633,CNHT070408 RW202NCM (BLUE),20,45.0,1,1,28.0,50.0,39,1,2022-03-01
634,CNMA120408-GK1115,10,27.83,1,1,28.0,9.0,379,0,2022-03-01
635,CNMG120404-QF-GP1115,9,36.58,1,1,28.0,0.0,15,0,2022-03-01
636,CNMG120408 WS6115,7,27.3,1,1,28.0,0.0,83,0,2022-03-01
637,CNMG120408-GM-GP1225,10,27.28,1,1,28.0,30.0,334,0,2022-03-01
638,CNMG120408-GM-GP1225,9,27.28,1,1,28.0,1.0,182,0,2022-03-01
639,CNMG120408-GM-GP1225,30,54.56,2,1,56.0,10.0,274,0,2022-03-01
640,CNMG120408-GM-GP1225,30,29.88,1,1,28.0,30.0,91,0,2022-03-01
641,CNMG120408-GM-GP1225,10,29.88,1,1,28.0,61.0,138,0,2022-03-01
642,CNMG120408-GM-GP1225,10,345611.0,1,1,28.0,30.0,6,0,2022-03-01
643,CNMG120408-GM-GP1225,40,59.76,2,1,56.0,40.0,36,0,2022-03-01
644,CNMG120408-GT WS8125,10,27.28,1,1,28.0,0.0,365,0,2022-03-01
645,CNMG120408-LM-GM3225,10,32.3,1,1,28.0,29.0,263,0,2022-03-01
646,CNMG120408-QM-GK1115,10,28.59,1,1,28.0,0.0,251,0,2022-03-01
647,CNMG120408-QM-GM1115,20,27.28,1,1,28.0,0.0,350,0,2022-03-01
648,CNMG120408-QM-GP1115,10,25.67,1,1,28.0,0.0,379,0,2022-03-01
649,CNMG120412-QM-GP1120,350,40.08,2,1,120.0,10.0,316,0,2022-03-01
650,"CONE BASICO BT 40 X MHD 50 (L= 48,00MM) (AD)",1,1478.21,1,1,28.0,0.0,253,0,2022-03-01
651,"CONE BASICO SK 40 X MHD 50 (L=48,00MM) (AD)",1,1478.21,1,1,28.0,0.0,162,0,2022-03-01
652,"CONE MODULAR SK 50 X 28,00MM (L=46,00MM) (D=50,00MM)",1,621.07,1,1,28.0,0.0,169,0,2022-03-01
653,CONJUNTO GRAMPO PARAFUSO MW0603,10,24.75,1,1,35.0,1.0,22,0,2022-03-01
654,CONJUNTO GRAMPO PARAFUSO MW0804,10,24.75,1,1,35.0,0.0,22,0,2022-03-01
655,"CONJUNTO MANDRILHAR BT 50 -  8 - 280 (0,01MM)",1,6132.9,1,1,28.0,0.0,1,0,2022-03-01
656,"CONJUNTO MANDRILHAR ISO 40 -  8 - 280 (0,01MM)",1,5788.0,1,1,0.0,0.0,133,0,2022-03-01
657,"CONJUNTO MICROMETRICO MHD 50 - 6 - 108 (0,002MM) (K01 TRM 50)",1,13836.54,1,1,28.0,0.0,253,0,2022-03-01
658,"CONJUNTO MICROMETRICO MHD 50 - 6 - 108 (0,002MM) (K01 TRM 50)",1,12905.23,1,1,28.0,0.0,162,0,2022-03-01
659,COSSINETE M14X2,1,328.02,1,1,30.0,0.0,302,0,2022-03-01
660,CTGPR 2020 K16,1,234.0,1,1,28.0,0.0,95,0,2022-03-01
661,CVKT0502R-HF TT9080,20,74.0,1,1,28.0,0.0,41,0,2022-03-01
662,D938-A12C-0400 D=4 12XD C/ REFRI,1,967.73,1,1,28.0,0.0,35,0,2022-03-01
663,D938-A3N-0330 D=3.3 3XD S/ REFRI,3,316.15999999999997,2,1,56.0,5.0,379,0,2022-03-01
664,D938-A3N-0330 D=3.3 3XD S/ REFRI,2,290.14,2,1,56.0,3.0,343,0,2022-03-01
665,D938-A3N-0350 D=3.5 3XD S/ REFRI,3,144.91,1,1,30.0,0.0,386,0,2022-03-01
666,D938-A3N-0350 D=3.5 3XD S/ REFRI,1,226.2,1,1,0.0,0.0,18,0,2022-03-01
667,D938-A3N-0400 D=4 3XD S/ REFRI,3,144.91,1,1,30.0,0.0,386,0,2022-03-01
668,D938-A3N-0420 D=4.2 3XD S/ REFRI,1,177846.0,1,1,28.0,1.0,182,0,2022-03-01
669,D938-A3N-0420 D=4.2 3XD S/ REFRI,2,158.09,1,1,28.0,4.0,379,0,2022-03-01
670,D938-A3N-0420 D=4.2 3XD S/ REFRI,2,158.09,1,1,28.0,2.0,239,0,2022-03-01
671,D938-A3N-0510 D=5.1 3XD S/ REFRI,2,163.87,1,1,28.0,1.0,379,0,2022-03-01
672,D938-A3N-0520 D=5.2 3XD S/ REFRI,1,163.86,1,1,28.0,0.0,337,0,2022-03-01
673,D938-A3N-0530 D=5.3 3XD S/ REFRI,1,163.86,1,1,28.0,0.0,371,0,2022-03-01
674,D938-A3N-0530 D=5.3 3XD S/ REFRI,2,181.33,1,1,30.0,0.0,28,0,2022-03-01
675,D938-A3N-0600 D=6 3XD S/ REFRI,1,184.8,1,1,28.0,95.0,84,0,2022-03-01
676,D938-A3N-0600 D=6 3XD S/ REFRI,1,184.34,1,1,28.0,2.0,116,0,2022-03-01
677,D938-A3N-0610 D=6.1 3XD S/ REFRI,1,190.8,1,1,28.0,0.0,299,0,2022-03-01
678,D938-A3N-0680 D=6.8 3XD S/ REFRI,2,155.64,1,1,30.0,3.0,316,0,2022-03-01
679,D938-A3N-0680 D=6.8 3XD S/ REFRI,1,175.11,1,1,28.0,2.0,180,0,2022-03-01
680,D938-A3N-0700 D=7 3XD S/ REFRI,1,169.79,1,1,28.0,1.0,379,0,2022-03-01
681,D938-A3N-0700 D=7 3XD S/ REFRI,1,198.38,1,1,28.0,0.0,274,0,2022-03-01
682,D938-A3N-0700 D=7 3XD S/ REFRI,1,165.56,1,1,28.0,0.0,173,0,2022-03-01
683,D938-A3N-0850 D=8.5 3XD S/ REFRI,1,197472.0,1,1,28.0,0.0,134,0,2022-03-01
684,D938-A3N-0850 D=8.5 3XD S/ REFRI,2,394.94,2,1,56.0,1.0,160,0,2022-03-01
685,D938-A3N-1020 D=10.2 3XD S/ REFRI,1,260.03,1,1,28.0,1.0,378,0,2022-03-01
686,D938-A3N-1020 D=10.2 3XD S/ REFRI,1,260.03,1,1,28.0,1.0,365,0,2022-03-01
687,D938-A3N-1020 D=10.2 3XD S/ REFRI,1,268.16,1,1,28.0,0.0,180,0,2022-03-01
688,D938-A3N-1250 D=12.5 3XD S/ REFRI,1,376506.0,1,1,30.0,0.0,302,0,2022-03-01
689,D938-A3N-1450 D=14.5 3XD S/REFRI,2,1146.18,2,1,56.0,0.0,134,0,2022-03-01
690,D938-A3N-1600 D=16 3XD S/ REFRI,1,573.09,1,1,28.0,0.0,35,0,2022-03-01
691,D938-A5C-0250 D=2.5 5XD C/ REFRI,1,285.03,1,1,0.0,0.0,18,0,2022-03-01
692,D938-A5C-0400 D=4 5XD C/ REFRI,1,270708.0,1,1,28.0,0.0,132,0,2022-03-01
693,D938-A5C-0680 D=6.8 5XD C/ REFRI,1,343.36,1,1,28.0,0.0,83,0,2022-03-01
694,D938-A5C-0700 D=7 5XD C/ REFRI,1,343.36,1,1,28.0,0.0,35,0,2022-03-01
695,D938-A5C-1600 D=16 5XD C/ REFRI,1,890.88,1,1,28.0,0.0,95,0,2022-03-01
696,D938-A5N-0200 D=2 5XD S/ REFRI,3,411.33,2,1,28.0,0.0,7,0,2022-03-01
697,D938-A5N-0250 D=2.5 5XD S/ REFRI,2,147.64,1,1,30.0,0.0,316,1,2022-03-01
698,D938-A5N-0250 D=2.5 5XD S/ REFRI,2,181.0,1,1,28.0,0.0,253,1,2022-03-01
699,D938-A5N-0250 D=2.5 5XD S/ REFRI,2,356.48,2,1,60.0,0.0,22,1,2022-03-01
700,D938-A5N-0300 D=3 5XD S/ REFRI,2,384.5,2,1,56.0,103.0,71,0,2022-03-01
701,D938-A5N-0300 D=3 5XD S/ REFRI,3,144.91,1,1,30.0,3.0,386,0,2022-03-01
702,D938-A5N-0300 D=3 5XD S/ REFRI,2,376.44,2,1,56.0,1.0,251,0,2022-03-01
703,D938-A5N-0300 D=3 5XD S/ REFRI,1,177.15,1,1,28.0,3.0,284,0,2022-03-01
704,D938-A5N-0300 D=3 5XD S/ REFRI,1,226.2,1,1,0.0,3.0,18,0,2022-03-01
705,D938-A5N-0330 D=3.3 5XD S/ REFRI,1,177.15,1,1,28.0,3.0,319,0,2022-03-01
706,D938-A5N-0330 D=3.3 5XD S/ REFRI,1,177.15,1,1,28.0,1.0,378,0,2022-03-01
707,D938-A5N-0330 D=3.3 5XD S/ REFRI,1,199.29,1,1,28.0,2.0,274,0,2022-03-01
708,D938-A5N-0330 D=3.3 5XD S/ REFRI,1,177.15,1,1,28.0,4.0,350,0,2022-03-01
709,D938-A5N-0330 D=3.3 5XD S/ REFRI,2,177.15,1,1,28.0,0.0,181,0,2022-03-01
710,D938-A5N-0350 D=3.5 5XD S/ REFRI,1,199.3,1,1,28.0,1.0,253,0,2022-03-01
711,D938-A5N-0350 D=3.5 5XD S/ REFRI,1,166075.0,1,1,28.0,0.0,91,0,2022-03-01
712,D938-A5N-0380 D=3.8 5XD S/ REFRI,3,173.55,1,1,28.0,0.0,92,0,2022-03-01
713,D938-A5N-0400 D=4 5XD S/ REFRI,1,177.15,1,1,28.0,2.0,319,0,2022-03-01
714,D938-A5N-0400 D=4 5XD S/ REFRI,2,177.15,1,1,28.0,0.0,251,0,2022-03-01
715,D938-A5N-0400 D=4 5XD S/ REFRI,1,199.29,1,1,28.0,3.0,116,0,2022-03-01
716,D938-A5N-0400 D=4 5XD S/ REFRI,1,199.29,1,1,28.0,4.0,132,0,2022-03-01
717,D938-A5N-0400 D=4 5XD S/ REFRI,1,226.2,1,1,0.0,3.0,18,0,2022-03-01
718,D938-A5N-0420 D=4.2 5XD S/ REFRI,1,177.15,1,1,28.0,2.0,319,0,2022-03-01
719,D938-A5N-0420 D=4.2 5XD S/ REFRI,4,366.51,2,1,56.0,103.0,71,0,2022-03-01
720,D938-A5N-0420 D=4.2 5XD S/ REFRI,1,177.15,1,1,28.0,1.0,251,0,2022-03-01
721,D938-A5N-0420 D=4.2 5XD S/ REFRI,3,354.3,2,1,56.0,3.0,350,0,2022-03-01
722,D938-A5N-0420 D=4.2 5XD S/ REFRI,2,182.68,1,1,28.0,5.0,110,0,2022-03-01
723,D938-A5N-0420 D=4.2 5XD S/ REFRI,1,207.35,1,1,28.0,2.0,43,0,2022-03-01
724,D938-A5N-0430 D=4.3 5XD S/ REFRI,2,182.68,1,1,30.0,0.0,91,0,2022-03-01
725,D938-A5N-0450 D=4.5 5XD S/ REFRI,3,144.91,1,1,30.0,1.0,386,0,2022-03-01
726,D938-A5N-0450 D=4.5 5XD S/ REFRI,1,182.68,1,1,30.0,0.0,126,0,2022-03-01
727,D938-A5N-0480 D=4.8 5XD S/ REFRI,3,179.72,1,1,28.0,0.0,48,0,2022-03-01
728,D938-A5N-0500 D=5 5XD S/ REFRI,1,183456.0,1,1,28.0,3.0,378,0,2022-03-01
729,D938-A5N-0500 D=5 5XD S/ REFRI,2,189361.46,2,1,56.0,0.0,216,0,2022-03-01
730,D938-A5N-0500 D=5 5XD S/ REFRI,1,183.46,1,1,28.0,3.0,251,0,2022-03-01
731,D938-A5N-0500 D=5 5XD S/ REFRI,1,183.46,1,1,28.0,4.0,284,0,2022-03-01
732,D938-A5N-0500 D=5 5XD S/ REFRI,3,183761.76,2,1,56.0,5.0,350,0,2022-03-01
733,D938-A5N-0500 D=5 5XD S/ REFRI,2,474.1,2,1,56.0,2.0,32,0,2022-03-01
734,D938-A5N-0510 D=5.1 5XD S/ REFRI,2,234234.0,1,1,28.0,0.0,74,0,2022-03-01
735,D938-A5N-0510 D=5.1 5XD S/ REFRI,1,189.18,1,1,28.0,2.0,180,0,2022-03-01
736,D938-A5N-0520 D=5.2 5XD S/ REFRI,2,168.16,1,1,30.0,1.0,316,0,2022-03-01
737,D938-A5N-0520 D=5.2 5XD S/ REFRI,2,351.6,2,1,56.0,1.0,371,0,2022-03-01
738,D938-A5N-0520 D=5.2 5XD S/ REFRI,1,190.0,1,1,28.0,0.0,243,0,2022-03-01
739,D938-A5N-0550 D=5.5 5XD S/ REFRI,2,179.2,1,1,28.0,0.0,103,0,2022-03-01
740,D938-A5N-0550 D=5.5 5XD S/ REFRI,3,179.2,1,1,28.0,0.0,132,0,2022-03-01
741,D938-A5N-0580 D=5.8 5XD S/ REFRI,3,179.72,1,1,28.0,0.0,48,0,2022-03-01
742,D938-A5N-0600 D=6 5XD S/ REFRI,1,206.38,1,1,28.0,4.0,245,0,2022-03-01
743,D938-A5N-0600 D=6 5XD S/ REFRI,2,183456.0,1,1,28.0,5.0,365,0,2022-03-01
744,D938-A5N-0600 D=6 5XD S/ REFRI,2,189.18,1,1,30.0,2.0,126,0,2022-03-01
745,D938-A5N-0600 D=6 5XD S/ REFRI,2,183.46,1,1,28.0,2.0,181,0,2022-03-01
746,D938-A5N-0600 D=6 5XD S/ REFRI,1,234.23,1,1,0.0,3.0,18,0,2022-03-01
747,D938-A5N-0650 D=6.5 5XD S/ REFRI,1,163.0,1,1,0.0,2.0,323,0,2022-03-01
748,D938-A5N-0650 D=6.5 5XD S/ REFRI,1,195.34,1,1,28.0,0.0,218,0,2022-03-01
749,D938-A5N-0650 D=6.5 5XD S/ REFRI,1,195.34,1,1,28.0,1.0,251,0,2022-03-01
750,D938-A5N-0650 D=6.5 5XD S/ REFRI,1,163.0,1,1,0.0,3.0,342,0,2022-03-01
751,D938-A5N-0660 D=6.6 5XD S/ REFRI,3,190.45,1,1,35.0,0.0,48,0,2022-03-01
752,D938-A5N-0680 D=6.8 5XD S/ REFRI,2,195336.0,1,1,0.0,2.0,315,1,2022-03-01
753,D938-A5N-0680 D=6.8 5XD S/ REFRI,4,632.1700000000001,3,1,84.0,114.0,71,1,2022-03-01
754,D938-A5N-0680 D=6.8 5XD S/ REFRI,1,195336.0,1,1,28.0,3.0,378,1,2022-03-01
755,D938-A5N-0680 D=6.8 5XD S/ REFRI,2,195.34,1,1,28.0,3.0,251,1,2022-03-01
756,D938-A5N-0680 D=6.8 5XD S/ REFRI,3,415.09000000000003,2,1,56.0,3.0,274,1,2022-03-01
757,D938-A5N-0680 D=6.8 5XD S/ REFRI,3,195515.06,2,1,58.0,0.0,350,1,2022-03-01
758,D938-A5N-0680 D=6.8 5XD S/ REFRI,1,2087625.0,1,1,28.0,5.0,105,1,2022-03-01
759,D938-A5N-0680 D=6.8 5XD S/ REFRI,1,201.44,1,1,28.0,3.0,132,1,2022-03-01
760,D938-A5N-0680 D=6.8 5XD S/ REFRI,2,195.34,1,1,28.0,1.0,181,1,2022-03-01
761,D938-A5N-0700 D=7 5XD S/ REFRI,1,195.34,1,1,28.0,114.0,90,0,2022-03-01
762,D938-A5N-0700 D=7 5XD S/ REFRI,3,195.34,1,1,28.0,0.0,354,0,2022-03-01
763,D938-A5N-0700 D=7 5XD S/ REFRI,2,190.82,1,1,28.0,3.0,103,0,2022-03-01
764,D938-A5N-0700 D=7 5XD S/ REFRI,2,190.82,1,1,28.0,1.0,132,0,2022-03-01
765,D938-A5N-0700 D=7 5XD S/ REFRI,2,249.42,1,1,30.0,2.0,1,0,2022-03-01
766,D938-A5N-0700 D=7 5XD S/ REFRI,3,249.9,1,1,28.0,0.0,47,0,2022-03-01
767,D938-A5N-0710 D=7.1 5XD S/ REFRI,2,184.93,1,1,35.0,0.0,48,0,2022-03-01
768,D938-A5N-0720 D=7.2 5XD S/ REFRI,2,192.7,1,1,28.0,0.0,103,0,2022-03-01
769,D938-A5N-0720 D=7.2 5XD S/ REFRI,3,192.7,1,1,28.0,0.0,132,0,2022-03-01
770,D938-A5N-0740 D=7.4 5XD S/ REFRI,1,197.26,1,1,28.0,2.0,218,0,2022-03-01
771,D938-A5N-0780 D=7.8 5XD S/ REFRI,3,193.25,1,1,28.0,0.0,48,0,2022-03-01
772,D938-A5N-0800 D=8 5XD S/ REFRI,2,160.83,1,1,35.0,0.0,182,0,2022-03-01
773,D938-A5N-0800 D=8 5XD S/ REFRI,2,197.27,1,1,28.0,115.0,90,0,2022-03-01
774,D938-A5N-0800 D=8 5XD S/ REFRI,1,197.27,1,1,28.0,1.0,251,0,2022-03-01
775,D938-A5N-0800 D=8 5XD S/ REFRI,4,382.75,2,1,63.0,2.0,274,0,2022-03-01
776,D938-A5N-0800 D=8 5XD S/ REFRI,2,365.77,2,1,28.0,3.0,342,0,2022-03-01
777,D938-A5N-0800 D=8 5XD S/ REFRI,1,197.27,1,1,28.0,6.0,181,0,2022-03-01
778,D938-A5N-0800 D=8 5XD S/ REFRI,1,251.87,1,1,0.0,6.0,18,0,2022-03-01
779,D938-A5N-0820 D=8.2 5XD S/ REFRI,1,247.68,1,1,28.0,0.0,299,0,2022-03-01
780,D938-A5N-0850 D=8.5 5XD S/ REFRI,1,220.17,1,1,28.0,4.0,319,0,2022-03-01
781,D938-A5N-0850 D=8.5 5XD S/ REFRI,1,235.31,1,1,28.0,128.0,71,0,2022-03-01
782,D938-A5N-0850 D=8.5 5XD S/ REFRI,1,220.17,1,1,28.0,3.0,251,0,2022-03-01
783,D938-A5N-0850 D=8.5 5XD S/ REFRI,4,450.43,2,1,56.0,3.0,103,0,2022-03-01
784,D938-A5N-0850 D=8.5 5XD S/ REFRI,2,215.07,1,1,28.0,3.0,132,0,2022-03-01
785,D938-A5N-0850 D=8.5 5XD S/ REFRI,2,220.17,1,1,28.0,1.0,181,0,2022-03-01
786,D938-A5N-0850 D=8.5 5XD S/ REFRI,1,235.31,1,1,28.0,2.0,29,0,2022-03-01
787,D938-A5N-0880 D=8.8 5XD S/REFRI,1,220.17,1,1,30.0,1.0,182,0,2022-03-01
788,D938-A5N-0900 D=9 5XD S/ REFRI,1,220.17,1,1,28.0,2.0,379,0,2022-03-01
789,D938-A5N-0900 D=9 5XD S/ REFRI,1,247686.0,1,1,28.0,2.0,95,0,2022-03-01
790,D938-A5N-0940 D=9.4 5XD S/ REFRI,2,538.8299999999999,2,1,28.0,2.0,36,0,2022-03-01
791,D938-A5N-0950 D=9.5 5XD S/ REFRI,1,2414526.0,1,1,28.0,0.0,245,0,2022-03-01
792,D938-A5N-0980 D=9.8 5XD S/ REFRI,3,430.76,2,1,56.0,0.0,92,1,2022-03-01
793,D938-A5N-0980 D=9.8 5XD S/ REFRI,3,215.07,1,1,28.0,0.0,132,1,2022-03-01
794,D938-A5N-0980 D=9.8 5XD S/ REFRI,2,215.69,1,1,28.0,0.0,48,1,2022-03-01
795,D938-A5N-1000 D=10 5XD S/ REFRI,2,440.12,2,1,56.0,128.0,88,1,2022-03-01
796,D938-A5N-1000 D=10 5XD S/ REFRI,1,220.17,1,1,28.0,4.0,370,1,2022-03-01
797,D938-A5N-1000 D=10 5XD S/ REFRI,2,220.17,1,1,28.0,1.0,218,1,2022-03-01
798,D938-A5N-1000 D=10 5XD S/ REFRI,5,421.77,2,1,58.0,3.0,337,1,2022-03-01
799,D938-A5N-1000 D=10 5XD S/ REFRI,1,227.05,1,1,28.0,3.0,95,1,2022-03-01
800,D938-A5N-1000 D=10 5XD S/ REFRI,1,220.17,1,1,28.0,0.0,181,1,2022-03-01
801,D938-A5N-1020 D=10.2 5XD S/ REFRI,1,333.66,1,1,30.0,4.0,273,0,2022-03-01
802,D938-A5N-1020 D=10.2 5XD S/ REFRI,1,305.86,1,1,28.0,3.0,132,0,2022-03-01
803,D938-A5N-1020 D=10.2 5XD S/ REFRI,2,296.59,1,1,28.0,2.0,181,0,2022-03-01
804,D938-A5N-1030 D=10.3 5XD S/ REFRI,4,278.05,1,1,35.0,0.0,92,0,2022-03-01
805,D938-A5N-1050 D=10.5 5XD S/ REFRI,2,271.87,1,1,30.0,0.0,334,0,2022-03-01
806,D938-A5N-1050 D=10.5 5XD S/ REFRI,2,568.46,2,1,58.0,172.0,90,0,2022-03-01
807,D938-A5N-1050 D=10.5 5XD S/ REFRI,3,283.89,1,1,28.0,1.0,132,0,2022-03-01
808,D938-A5N-1050 D=10.5 5XD S/ REFRI,2,326.21,1,1,35.0,3.0,18,0,2022-03-01
809,D938-A5N-1100 D=11 5XD S/ REFRI,1,296.59,1,1,28.0,172.0,74,0,2022-03-01
810,D938-A5N-1100 D=11 5XD S/ REFRI,2,296882.59,2,1,56.0,2.0,376,0,2022-03-01
811,D938-A5N-1100 D=11 5XD S/ REFRI,1,296586.0,1,1,28.0,2.0,274,0,2022-03-01
812,D938-A5N-1100 D=11 5XD S/ REFRI,1,296586.0,1,1,28.0,3.0,350,0,2022-03-01
813,D938-A5N-1100 D=11 5XD S/ REFRI,1,296.59,1,1,28.0,1.0,181,0,2022-03-01
814,D938-A5N-1150 D=11.5 5XD S/ REFRI,2,279.0,1,1,28.0,0.0,274,0,2022-03-01
815,D938-A5N-1150 D=11.5 5XD S/ REFRI,2,283.89,1,1,28.0,0.0,103,0,2022-03-01
816,D938-A5N-1150 D=11.5 5XD S/ REFRI,2,283.89,1,1,28.0,0.0,132,0,2022-03-01
817,D938-A5N-1180 D=11.8 5XD S/ REFRI,3,290.56,1,1,28.0,0.0,48,0,2022-03-01
818,D938-A5N-1200 D=12 5XD S/ REFRI,2,611.72,2,1,56.0,0.0,92,0,2022-03-01
819,D938-A5N-1250 D=12.5 5XD S/ REFRI,1,402.32,1,1,35.0,0.0,293,0,2022-03-01
820,"D938-A5N-1270 D=12,7 5XD S/ REFRI",1,442552.0,1,1,28.0,0.0,274,0,2022-03-01
821,D938-A5N-1280 D=12.8 5XD S/ REFRI,1,578.0,1,1,30.0,0.0,211,0,2022-03-01
822,D938-A5N-1280 D=12.8 5XD S/ REFRI,3,420.42,1,1,28.0,0.0,48,0,2022-03-01
823,D938-A5N-1300 D=13 5XD S/ REFRI,1,482784.0,1,1,28.0,0.0,214,0,2022-03-01
824,D938-A5N-1300 D=13 5XD S/ REFRI,3,393.38,1,1,30.0,0.0,365,0,2022-03-01
825,D938-A5N-1300 D=13 5XD S/ REFRI,2,419.22,1,1,28.0,0.0,132,0,2022-03-01
826,D938-A5N-1380 D=13.8 5XD S/ REFRI,3,420.42,1,1,28.0,0.0,48,0,2022-03-01
827,D938-A5N-1390 D=13.9 5XD S/ REFRI,1,429.14,1,1,28.0,2.0,181,0,2022-03-01
828,D938-A5N-1400 D=14 5XD S/ REFRI,3,393.38,1,1,30.0,0.0,320,0,2022-03-01
829,D938-A5N-1580 D=15.8 5XD S/ REFRI,3,420.42,1,1,28.0,0.0,48,0,2022-03-01
830,D938-A5N-1600 D=16 5XD S/ REFRI,3,1088.6,2,1,70.0,0.0,182,0,2022-03-01
831,D938-A5N-1600 D=16 5XD S/ REFRI,1,580.55,1,1,28.0,338.0,90,0,2022-03-01
832,D938-A5N-1600 D=16 5XD S/ REFRI,1,544.3,1,1,35.0,0.0,293,0,2022-03-01
833,D938-A5N-1700 D=17 5XD S/ REFRI,1,1030.14,1,1,28.0,0.0,11,0,2022-03-01
834,D938-A8C-0600 D=6 8XD C/ REFRI,1,553.61,1,1,28.0,0.0,40,0,2022-03-01
835,D968S-A3N-0430 D=4.3 3XD S/ REFRI,1,1794375.0,1,1,28.0,0.0,216,0,2022-03-01
836,D968S-A3N-0680 D=6.8 3XD S/ REFRI,1,209.92,1,1,28.0,0.0,257,0,2022-03-01
837,D968S-A3N-0850 D=8.5 3XD S/ REFRI,1,210.73,1,1,28.0,0.0,355,0,2022-03-01
838,D968S-A5N-0850 D=8.5 5XD S/ REFRI,4,201.82,1,1,30.0,0.0,365,0,2022-03-01
839,DBE2010-080-N300S04 ESFERICA 2C D=1X4X30X80,2,276.0,1,1,60.0,0.0,193,0,2022-03-01
840,DCMT070204-MM-GM1125,20,21.2,1,1,35.0,40.0,209,0,2022-03-01
841,DCMT070204-MM-GM1125,10,10.45,1,1,28.0,30.0,96,0,2022-03-01
842,DCMT070204-MM-GM1125,10,22.92,1,1,28.0,20.0,29,0,2022-03-01
843,DCMT070204-MM-GP1225,10,23.98,1,1,28.0,0.0,294,0,2022-03-01
844,DCMT11T304-GP-GM1125,7,23.42,1,1,30.0,50.0,211,0,2022-03-01
845,DCMT11T304-GP-GM1125,20,9.77,1,1,28.0,50.0,382,0,2022-03-01
846,DCMT11T304-GP-GM1125,20,21.91,1,1,35.0,30.0,127,0,2022-03-01
847,DCMT11T304-GP-GM1125,10,25764.0,1,1,28.0,20.0,29,0,2022-03-01
848,DCMT11T304-GP-GP1225,10,29.38,1,1,28.0,0.0,18,0,2022-03-01
849,DCMT11T308-1P TN20P,2,29.28,1,1,30.0,0.0,302,0,2022-03-01
850,DCMT11T308-NN-TP622,20,28.97,1,1,35.0,0.0,187,0,2022-03-01
851,DDJNL 2525 M15,2,183.0,1,1,28.0,0.0,365,0,2022-03-01
852,DDJNR 2020 K15- EXT DIR DNMG1506,1,177.0,1,1,28.0,0.0,97,0,2022-03-01
853,DDJNR 2020 K15- EXT DIR DNMG1506,2,230.1,1,1,0.0,0.0,151,0,2022-03-01
854,DDJNR 2020 K15- EXT DIR DNMG1506,1,192.06,1,1,28.0,0.0,6,0,2022-03-01
855,DDJNR 2525 M15,2,183.0,1,1,28.0,0.0,365,0,2022-03-01
856,DFT070408MD KC7140,5,89.32,1,1,30.0,0.0,1,0,2022-03-01
857,DFT090508HP KC7140,5,93.94,1,1,30.0,0.0,123,0,2022-03-01
858,DFT090508HP KC7140,5,93.94,1,1,30.0,0.0,152,0,2022-03-01
859,DFT090508HP KC7140,5,108.03,1,1,30.0,0.0,29,0,2022-03-01
860,DGN2002 KLP 1550,8,37.75,1,1,28.0,0.0,334,0,2022-03-01
861,DGN2202 Z SF425P,10,33264.0,1,1,28.0,30.0,272,1,2022-03-01
862,DGN3102 KLP 1550,20,36577.06,2,1,56.0,30.0,305,0,2022-03-01
863,DGN3102 KLP 1550,5,37.8,1,1,28.0,20.0,78,0,2022-03-01
864,DGN3102 KLP 1550,10,37.62,1,1,28.0,20.0,228,0,2022-03-01
865,DGN3102 KLP 1550,10,36534.0,1,1,28.0,20.0,266,0,2022-03-01
866,DGN3102 KLP 1550,10,37.6,1,1,28.0,10.0,98,0,2022-03-01
867,DGN3102 KLP 1550,30,78.4,2,1,28.0,0.0,162,0,2022-03-01
868,DGN3102 KLP 1550,8,37.8,1,1,28.0,2.0,1,0,2022-03-01
869,DGN3102 KLP 1550,5,37.8,1,1,28.0,0.0,53,0,2022-03-01
870,DGN3102C AD225MP,9,36.53,1,1,28.0,0.0,151,0,2022-03-01
871,DGR2002 KLP 1550,10,40.43,1,1,30.0,0.0,1,1,2022-03-01
872,DGR2102 KLP 1550,10,33.69,1,1,30.0,22.0,69,0,2022-03-01
873,DGR2102 KLP 1550,10,33.69,1,1,30.0,10.0,91,0,2022-03-01
874,DGR2102 KLP 1550,10,33.69,1,1,30.0,10.0,123,0,2022-03-01
875,DGR2102 KLP 1550,10,33.69,1,1,30.0,20.0,152,0,2022-03-01
876,DGR2102 KLP 1550,10,40.43,1,1,30.0,10.0,29,0,2022-03-01
877,DGR2202C SF100,20,33.69,1,1,30.0,0.0,365,0,2022-03-01
878,DGR2202C UN100,20,33.69,1,1,30.0,0.0,211,0,2022-03-01
879,DGR2202C UN100,10,33.69,1,1,30.0,20.0,244,0,2022-03-01
880,DGR2202C6D KBG202 KCT,20,67.38,2,1,60.0,15.0,334,0,2022-03-01
